MONTH,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,REGION,REV_ACRFT_HRS_AIRBORNE_610
1,04Q,Tradewind Aviation,D,387
1,04Q,Tradewind Aviation,D,387
1,04Q,Tradewind Aviation,D,547
1,04Q,Tradewind Aviation,D,547
1,04Q,Tradewind Aviation,D,933
1,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2658
1,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2658
1,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2658
1,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",I,624
1,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",I,624
1,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",I,624
1,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",D,32
1,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",D,104
1,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",D,104
1,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,4
1,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,4
1,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,33
1,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,33
1,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,37
1,1EQ,"KaiserAir, Inc.",D,166
1,1EQ,"KaiserAir, Inc.",D,166
1,1EQ,"KaiserAir, Inc.",D,166
1,1QQ,City Wings Inc dba Seaflight,D,104
1,1QQ,City Wings Inc dba Seaflight,D,104
1,1QQ,City Wings Inc dba Seaflight,D,104
1,1YQ,"Air Charter, Inc d/b/a Air Flamenco",D,7
1,1YQ,"Air Charter, Inc d/b/a Air Flamenco",D,101
1,1YQ,"Air Charter, Inc d/b/a Air Flamenco",D,101
1,1YQ,"Air Charter, Inc d/b/a Air Flamenco",D,154
1,1YQ,"Air Charter, Inc d/b/a Air Flamenco",D,161
1,1YQ,"Air Charter, Inc d/b/a Air Flamenco",D,262
1,2E,Smokey Bay Air Inc.,D,67
1,2E,Smokey Bay Air Inc.,D,67
1,2E,Smokey Bay Air Inc.,D,130
1,2E,Smokey Bay Air Inc.,D,130
1,2E,Smokey Bay Air Inc.,D,197
1,2JQ,Delux Public Charter LLC,D,3696
1,2JQ,Delux Public Charter LLC,D,3696
1,2JQ,Delux Public Charter LLC,D,3696
1,2LQ,Tropic Ocean Airways LLC,D,186
1,2LQ,Tropic Ocean Airways LLC,D,186
1,2LQ,Tropic Ocean Airways LLC,D,302
1,2LQ,Tropic Ocean Airways LLC,D,302
1,2LQ,Tropic Ocean Airways LLC,D,489
1,2NQ,LIMA NY Corp d/b/a Fly The Whale,D,23
1,2NQ,LIMA NY Corp d/b/a Fly The Whale,D,23
1,2NQ,LIMA NY Corp d/b/a Fly The Whale,D,23
1,2O,Island Air Service,D,75
1,2O,Island Air Service,D,75
1,2O,Island Air Service,D,143
1,2O,Island Air Service,D,143
1,2O,Island Air Service,D,219
1,3AQ,"Maritime Helicopters, Inc.",D,23
1,3AQ,"Maritime Helicopters, Inc.",D,23
1,3AQ,"Maritime Helicopters, Inc.",D,218
1,3AQ,"Maritime Helicopters, Inc.",D,218
1,3AQ,"Maritime Helicopters, Inc.",D,242
1,3BQ,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",D,453
1,3BQ,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",D,453
1,3BQ,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",D,453
1,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,228
1,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,228
1,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,228
1,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",D,1328
1,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",D,1328
1,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",D,1328
1,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",I,446
1,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",I,446
1,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",I,446
1,3KQ,"Junipogo, LLC",D,70
1,3KQ,"Junipogo, LLC",D,70
1,3KQ,"Junipogo, LLC",D,70
1,3M,Silver Airways,D,5
1,3M,Silver Airways,D,5
1,3M,Silver Airways,D,419
1,3M,Silver Airways,D,1458
1,3M,Silver Airways,D,1877
1,3M,Silver Airways,D,1882
1,3M,Silver Airways,I,7
1,3M,Silver Airways,I,7
1,3M,Silver Airways,I,452
1,3M,Silver Airways,I,452
1,3M,Silver Airways,I,459
1,4B,Boutique Air,D,553
1,4B,Boutique Air,D,553
1,4B,Boutique Air,D,553
1,4W,Warbelow,D,1
1,4W,Warbelow,D,82
1,4W,Warbelow,D,82
1,4W,Warbelow,D,159
1,4W,Warbelow,D,161
1,4W,Warbelow,D,243
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,38
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,49
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,108
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,222
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,401
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,622
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,730
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,I,36
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,I,36
1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,I,36
1,5X,United Parcel Service,A,47
1,5X,United Parcel Service,A,5747
1,5X,United Parcel Service,A,5747
1,5X,United Parcel Service,A,5794
1,5X,United Parcel Service,D,6
1,5X,United Parcel Service,D,25215
1,5X,United Parcel Service,D,25215
1,5X,United Parcel Service,D,25220
1,5X,United Parcel Service,L,1990
1,5X,United Parcel Service,L,1990
1,5X,United Parcel Service,L,1990
1,5X,United Parcel Service,P,6236
1,5X,United Parcel Service,P,6236
1,5X,United Parcel Service,P,6236
1,5Y,Atlas Air Inc.,D,42
1,5Y,Atlas Air Inc.,D,4950
1,5Y,Atlas Air Inc.,D,5334
1,5Y,Atlas Air Inc.,D,5334
1,5Y,Atlas Air Inc.,I,56
1,5Y,Atlas Air Inc.,I,9039
1,5Y,Atlas Air Inc.,I,10985
1,5Y,Atlas Air Inc.,I,10985
1,6F,"FOX AIRCRAFT, LLC",D,10
1,6F,"FOX AIRCRAFT, LLC",D,10
1,6F,"FOX AIRCRAFT, LLC",D,616
1,6F,"FOX AIRCRAFT, LLC",D,616
1,6F,"FOX AIRCRAFT, LLC",D,626
1,7H,NEW PACIFIC AIRLINES,D,68
1,7H,NEW PACIFIC AIRLINES,D,68
1,7H,NEW PACIFIC AIRLINES,D,903
1,7H,NEW PACIFIC AIRLINES,D,903
1,7H,NEW PACIFIC AIRLINES,D,970
1,7S,Ryan Air f/k/a Arctic Transportation,D,5
1,7S,Ryan Air f/k/a Arctic Transportation,D,29
1,7S,Ryan Air f/k/a Arctic Transportation,D,34
1,7S,Ryan Air f/k/a Arctic Transportation,D,322
1,7S,Ryan Air f/k/a Arctic Transportation,D,460
1,7S,Ryan Air f/k/a Arctic Transportation,D,782
1,7S,Ryan Air f/k/a Arctic Transportation,D,816
1,8C,Air Transport International,A,39
1,8C,Air Transport International,A,557
1,8C,Air Transport International,A,557
1,8C,Air Transport International,D,7246
1,8C,Air Transport International,D,7408
1,8C,Air Transport International,D,7408
1,8E,Bering Air Inc.,D,354
1,8E,Bering Air Inc.,D,354
1,8E,Bering Air Inc.,D,1566
1,8E,Bering Air Inc.,D,1566
1,8E,Bering Air Inc.,D,1921
1,8V,Wright Air Service,D,8
1,8V,Wright Air Service,D,109
1,8V,Wright Air Service,D,117
1,8V,Wright Air Service,D,1671
1,8V,Wright Air Service,D,1671
1,8V,Wright Air Service,D,1788
1,9E,Endeavor Air Inc.,D,19899
1,9E,Endeavor Air Inc.,D,19899
1,9E,Endeavor Air Inc.,D,19899
1,9E,Endeavor Air Inc.,L,280
1,9E,Endeavor Air Inc.,L,280
1,9E,Endeavor Air Inc.,L,280
1,9K,"Hyannis Air Service, Inc. dba Cape Air",D,33
1,9K,"Hyannis Air Service, Inc. dba Cape Air",D,3819
1,9K,"Hyannis Air Service, Inc. dba Cape Air",D,3852
1,9K,"Hyannis Air Service, Inc. dba Cape Air",D,3852
1,9X,"Southern Airways Express, dba Mokulele Airlines",D,308
1,9X,"Southern Airways Express, dba Mokulele Airlines",D,308
1,9X,"Southern Airways Express, dba Mokulele Airlines",D,4802
1,9X,"Southern Airways Express, dba Mokulele Airlines",D,4802
1,9X,"Southern Airways Express, dba Mokulele Airlines",D,5110
1,AA,American Airlines Inc.,A,19705
1,AA,American Airlines Inc.,A,19705
1,AA,American Airlines Inc.,A,19705
1,AA,American Airlines Inc.,D,34
1,AA,American Airlines Inc.,D,34
1,AA,American Airlines Inc.,D,164176
1,AA,American Airlines Inc.,D,164176
1,AA,American Airlines Inc.,D,164209
1,AA,American Airlines Inc.,L,40025
1,AA,American Airlines Inc.,L,40025
1,AA,American Airlines Inc.,L,40025
1,AA,American Airlines Inc.,P,3998
1,AA,American Airlines Inc.,P,3998
1,AA,American Airlines Inc.,P,3998
1,ABX,ABX Air Inc,A,18
1,ABX,ABX Air Inc,A,18
1,ABX,ABX Air Inc,A,1036
1,ABX,ABX Air Inc,A,1036
1,ABX,ABX Air Inc,A,1054
1,ABX,ABX Air Inc,D,73
1,ABX,ABX Air Inc,D,73
1,ABX,ABX Air Inc,D,2846
1,ABX,ABX Air Inc,D,2846
1,ABX,ABX Air Inc,D,2920
1,AMQ,Ameristar Air Cargo,D,12
1,AMQ,Ameristar Air Cargo,D,88
1,AMQ,Ameristar Air Cargo,D,100
1,AMQ,Ameristar Air Cargo,D,100
1,AMQ,Ameristar Air Cargo,I,22
1,AMQ,Ameristar Air Cargo,I,22
1,AMQ,Ameristar Air Cargo,I,22
1,AN,"ADVANCED AIR, LLC",D,141
1,AN,"ADVANCED AIR, LLC",D,141
1,AN,"ADVANCED AIR, LLC",D,502
1,AN,"ADVANCED AIR, LLC",D,502
1,AN,"ADVANCED AIR, LLC",D,643
1,AS,Alaska Airlines Inc.,D,118
1,AS,Alaska Airlines Inc.,D,118
1,AS,Alaska Airlines Inc.,D,616
1,AS,Alaska Airlines Inc.,D,58012
1,AS,Alaska Airlines Inc.,D,58627
1,AS,Alaska Airlines Inc.,D,58746
1,AS,Alaska Airlines Inc.,L,41
1,AS,Alaska Airlines Inc.,L,41
1,AS,Alaska Airlines Inc.,L,4766
1,AS,Alaska Airlines Inc.,L,4766
1,AS,Alaska Airlines Inc.,L,4807
1,B6,JetBlue Airways,A,2147
1,B6,JetBlue Airways,A,2147
1,B6,JetBlue Airways,A,2147
1,B6,JetBlue Airways,D,
1,B6,JetBlue Airways,D,
1,B6,JetBlue Airways,D,58607
1,B6,JetBlue Airways,D,58607
1,B6,JetBlue Airways,D,58607
1,B6,JetBlue Airways,L,
1,B6,JetBlue Airways,L,
1,B6,JetBlue Airways,L,17475
1,B6,JetBlue Airways,L,17475
1,B6,JetBlue Airways,L,17475
1,BAS,Baranautica Air Service LLC,D,8
1,BAS,Baranautica Air Service LLC,D,8
1,BAS,Baranautica Air Service LLC,D,8
1,C5,CommuteAir LLC dba CommuteAir,D,7189
1,C5,CommuteAir LLC dba CommuteAir,D,7189
1,C5,CommuteAir LLC dba CommuteAir,D,7189
1,DL,Delta Air Lines Inc.,A,0
1,DL,Delta Air Lines Inc.,A,26
1,DL,Delta Air Lines Inc.,A,26981
1,DL,Delta Air Lines Inc.,A,26981
1,DL,Delta Air Lines Inc.,A,27008
1,DL,Delta Air Lines Inc.,D,1433
1,DL,Delta Air Lines Inc.,D,1477
1,DL,Delta Air Lines Inc.,D,162020
1,DL,Delta Air Lines Inc.,D,162020
1,DL,Delta Air Lines Inc.,D,163497
1,DL,Delta Air Lines Inc.,L,13
1,DL,Delta Air Lines Inc.,L,13
1,DL,Delta Air Lines Inc.,L,23226
1,DL,Delta Air Lines Inc.,L,23226
1,DL,Delta Air Lines Inc.,L,23239
1,DL,Delta Air Lines Inc.,P,49
1,DL,Delta Air Lines Inc.,P,49
1,DL,Delta Air Lines Inc.,P,8071
1,DL,Delta Air Lines Inc.,P,8071
1,DL,Delta Air Lines Inc.,P,8120
1,ELL,Ellis Air Taxi Inc.,D,38
1,ELL,Ellis Air Taxi Inc.,D,38
1,ELL,Ellis Air Taxi Inc.,D,38
1,EM,Empire Airlines Inc.,D,1009
1,EM,Empire Airlines Inc.,D,1009
1,EM,Empire Airlines Inc.,D,1009
1,F9,Frontier Airlines Inc.,D,27699
1,F9,Frontier Airlines Inc.,D,27699
1,F9,Frontier Airlines Inc.,D,27699
1,F9,Frontier Airlines Inc.,L,5309
1,F9,Frontier Airlines Inc.,L,5309
1,F9,Frontier Airlines Inc.,L,5309
1,FX,Federal Express Corporation,A,33
1,FX,Federal Express Corporation,A,183
1,FX,Federal Express Corporation,A,7156
1,FX,Federal Express Corporation,A,7156
1,FX,Federal Express Corporation,A,7339
1,FX,Federal Express Corporation,D,11
1,FX,Federal Express Corporation,D,25
1,FX,Federal Express Corporation,D,36594
1,FX,Federal Express Corporation,D,36594
1,FX,Federal Express Corporation,D,36620
1,FX,Federal Express Corporation,L,2453
1,FX,Federal Express Corporation,L,2453
1,FX,Federal Express Corporation,L,2453
1,FX,Federal Express Corporation,P,11343
1,FX,Federal Express Corporation,P,11343
1,FX,Federal Express Corporation,P,11343
1,G4,Allegiant Air,D,103
1,G4,Allegiant Air,D,103
1,G4,Allegiant Air,D,17950
1,G4,Allegiant Air,D,17950
1,G4,Allegiant Air,D,18053
1,G7,GoJet Airlines LLC d/b/a United Express,D,3683
1,G7,GoJet Airlines LLC d/b/a United Express,D,3683
1,G7,GoJet Airlines LLC d/b/a United Express,D,3683
1,GCA,"Global Crossing Airlines, Inc.",D,363
1,GCA,"Global Crossing Airlines, Inc.",D,363
1,GCA,"Global Crossing Airlines, Inc.",D,363
1,GCA,"Global Crossing Airlines, Inc.",I,247
1,GCA,"Global Crossing Airlines, Inc.",I,247
1,GCA,"Global Crossing Airlines, Inc.",I,247
1,GCH,Grand Canyon Helicopters,D,31
1,GCH,Grand Canyon Helicopters,D,31
1,GCH,Grand Canyon Helicopters,D,31
1,GFQ,Gulf And Caribbean Cargo,D,274
1,GFQ,Gulf And Caribbean Cargo,D,274
1,GFQ,Gulf And Caribbean Cargo,D,274
1,GFQ,Gulf And Caribbean Cargo,I,561
1,GFQ,Gulf And Caribbean Cargo,I,561
1,GFQ,Gulf And Caribbean Cargo,I,561
1,GV,Grant Aviation,D,157
1,GV,Grant Aviation,D,157
1,GV,Grant Aviation,D,2627
1,GV,Grant Aviation,D,2627
1,GV,Grant Aviation,D,2783
1,HA,Hawaiian Airlines Inc.,D,15
1,HA,Hawaiian Airlines Inc.,D,12637
1,HA,Hawaiian Airlines Inc.,D,12637
1,HA,Hawaiian Airlines Inc.,D,12651
1,HA,Hawaiian Airlines Inc.,P,2771
1,HA,Hawaiian Airlines Inc.,P,2771
1,HA,Hawaiian Airlines Inc.,P,2771
1,I4,Scott Air LLC dba Island Air Express,D,4
1,I4,Scott Air LLC dba Island Air Express,D,4
1,I4,Scott Air LLC dba Island Air Express,D,109
1,I4,Scott Air LLC dba Island Air Express,D,109
1,I4,Scott Air LLC dba Island Air Express,D,113
1,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,2
1,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,8
1,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,8
1,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,440
1,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,442
1,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,449
1,JN,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",D,31
1,JN,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",D,31
1,JN,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",D,56
1,JN,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",D,56
1,JN,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",D,87
1,JRQ,"KENAI AVIATION OPERATIONS, LLC",D,65
1,JRQ,"KENAI AVIATION OPERATIONS, LLC",D,65
1,JRQ,"KENAI AVIATION OPERATIONS, LLC",D,107
1,JRQ,"KENAI AVIATION OPERATIONS, LLC",D,107
1,JRQ,"KENAI AVIATION OPERATIONS, LLC",D,172
1,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,596
1,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,596
1,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,596
1,K3,Venture Travel LLC d/b/a Taquan Air Service,D,1
1,K3,Venture Travel LLC d/b/a Taquan Air Service,D,1
1,K3,Venture Travel LLC d/b/a Taquan Air Service,D,69
1,K3,Venture Travel LLC d/b/a Taquan Air Service,D,69
1,K3,Venture Travel LLC d/b/a Taquan Air Service,D,69
1,KAH,Kenmore Air Harbor,D,45
1,KAH,Kenmore Air Harbor,D,45
1,KAH,Kenmore Air Harbor,D,327
1,KAH,Kenmore Air Harbor,D,327
1,KAH,Kenmore Air Harbor,D,371
1,KAQ,Kalitta Air LLC,D,1881
1,KAQ,Kalitta Air LLC,D,1919
1,KAQ,Kalitta Air LLC,D,1919
1,KAQ,Kalitta Air LLC,I,4172
1,KAQ,Kalitta Air LLC,I,4370
1,KAQ,Kalitta Air LLC,I,4370
1,KAT,Katmai Air,D,14
1,KAT,Katmai Air,D,14
1,KAT,Katmai Air,D,14
1,KD,Western Global,I,386
1,KD,Western Global,I,386
1,KD,Western Global,I,386
1,KG,Key Lime Air Corp dba Denver Air Connection,D,1068
1,KG,Key Lime Air Corp dba Denver Air Connection,D,1068
1,KG,Key Lime Air Corp dba Denver Air Connection,D,1068
1,KH,Aloha Air Cargo,D,470
1,KH,Aloha Air Cargo,D,470
1,KH,Aloha Air Cargo,D,470
1,KLQ,Kalitta Charters II,D,556
1,KLQ,Kalitta Charters II,D,556
1,KLQ,Kalitta Charters II,D,556
1,KLQ,Kalitta Charters II,I,125
1,KLQ,Kalitta Charters II,I,125
1,KLQ,Kalitta Charters II,I,125
1,KO,Alaska Central Express,D,346
1,KO,Alaska Central Express,D,346
1,KO,Alaska Central Express,D,1684
1,KO,Alaska Central Express,D,1684
1,KO,Alaska Central Express,D,2030
1,L2,Lynden Air Cargo Airlines,D,59
1,L2,Lynden Air Cargo Airlines,D,77
1,L2,Lynden Air Cargo Airlines,D,202
1,L2,Lynden Air Cargo Airlines,D,202
1,L2,Lynden Air Cargo Airlines,D,279
1,L2,Lynden Air Cargo Airlines,I,119
1,L2,Lynden Air Cargo Airlines,I,119
1,L2,Lynden Air Cargo Airlines,I,119
1,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,858
1,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,858
1,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,1224
1,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,1224
1,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,2082
1,M6,Amerijet International,D,441
1,M6,Amerijet International,D,441
1,M6,Amerijet International,D,441
1,M6,Amerijet International,L,490
1,M6,Amerijet International,L,490
1,M6,Amerijet International,L,490
1,MQ,Envoy Air,D,24970
1,MQ,Envoy Air,D,24970
1,MQ,Envoy Air,D,24970
1,MQ,Envoy Air,L,1711
1,MQ,Envoy Air,L,1711
1,MQ,Envoy Air,L,1711
1,MX,Breeze Aviation Group DBA  Breeze,D,119
1,MX,Breeze Aviation Group DBA  Breeze,D,119
1,MX,Breeze Aviation Group DBA  Breeze,D,2670
1,MX,Breeze Aviation Group DBA  Breeze,D,2670
1,MX,Breeze Aviation Group DBA  Breeze,D,2788
1,N8,National Air Cargo Group Inc d/ba National Airlines,D,19
1,N8,National Air Cargo Group Inc d/ba National Airlines,D,114
1,N8,National Air Cargo Group Inc d/ba National Airlines,D,234
1,N8,National Air Cargo Group Inc d/ba National Airlines,D,234
1,N8,National Air Cargo Group Inc d/ba National Airlines,I,125
1,N8,National Air Cargo Group Inc d/ba National Airlines,I,617
1,N8,National Air Cargo Group Inc d/ba National Airlines,I,885
1,N8,National Air Cargo Group Inc d/ba National Airlines,I,885
1,NC,Northern Air Cargo Inc.,D,274
1,NC,Northern Air Cargo Inc.,D,274
1,NC,Northern Air Cargo Inc.,D,716
1,NC,Northern Air Cargo Inc.,D,716
1,NC,Northern Air Cargo Inc.,D,991
1,NC,Northern Air Cargo Inc.,I,539
1,NC,Northern Air Cargo Inc.,I,539
1,NC,Northern Air Cargo Inc.,I,539
1,NEW,New England Airlines Inc.,D,72
1,NEW,New England Airlines Inc.,D,72
1,NEW,New England Airlines Inc.,D,72
1,NK,Spirit Air Lines,D,47867
1,NK,Spirit Air Lines,D,47867
1,NK,Spirit Air Lines,D,47867
1,NK,Spirit Air Lines,L,7549
1,NK,Spirit Air Lines,L,7549
1,NK,Spirit Air Lines,L,7549
1,OH,PSA Airlines Inc.,D,17551
1,OH,PSA Airlines Inc.,D,17551
1,OH,PSA Airlines Inc.,D,17551
1,OH,PSA Airlines Inc.,L,38
1,OH,PSA Airlines Inc.,L,38
1,OH,PSA Airlines Inc.,L,38
1,OO,SkyWest Airlines Inc.,D,64447
1,OO,SkyWest Airlines Inc.,D,64447
1,OO,SkyWest Airlines Inc.,D,64447
1,OO,SkyWest Airlines Inc.,L,589
1,OO,SkyWest Airlines Inc.,L,589
1,OO,SkyWest Airlines Inc.,L,589
1,PAF,Pathfinder Aviation,D,10
1,PAF,Pathfinder Aviation,D,10
1,PAF,Pathfinder Aviation,D,10
1,PFQ,Asia Pacific,I,439
1,PFQ,Asia Pacific,I,439
1,PFQ,Asia Pacific,I,439
1,PO,Polar Air Cargo Airways,D,518
1,PO,Polar Air Cargo Airways,D,518
1,PO,Polar Air Cargo Airways,D,518
1,PO,Polar Air Cargo Airways,P,4029
1,PO,Polar Air Cargo Airways,P,4029
1,PO,Polar Air Cargo Airways,P,4029
1,PT,Piedmont Airlines,D,6628
1,PT,Piedmont Airlines,D,6628
1,PT,Piedmont Airlines,D,6628
1,Q5,40-Mile Air,D,25
1,Q5,40-Mile Air,D,25
1,Q5,40-Mile Air,D,51
1,Q5,40-Mile Air,D,51
1,Q5,40-Mile Air,D,75
1,QX,Horizon Air,D,24
1,QX,Horizon Air,D,24
1,QX,Horizon Air,D,5653
1,QX,Horizon Air,D,5653
1,QX,Horizon Air,D,5678
1,RVQ,"Reeve Air Alaska, LLC",D,103
1,RVQ,"Reeve Air Alaska, LLC",D,103
1,RVQ,"Reeve Air Alaska, LLC",D,103
1,S2,Star Marianas Air Inc.,D,86
1,S2,Star Marianas Air Inc.,D,89
1,S2,Star Marianas Air Inc.,D,175
1,S2,Star Marianas Air Inc.,D,331
1,S2,Star Marianas Air Inc.,D,331
1,S2,Star Marianas Air Inc.,D,506
1,SEB,"Seaborne Virgin Islands, Inc.",D,120
1,SEB,"Seaborne Virgin Islands, Inc.",D,120
1,SEB,"Seaborne Virgin Islands, Inc.",D,120
1,SI,Sierra Pacific Airlines,D,86
1,SI,Sierra Pacific Airlines,D,86
1,SNK,Spernak Airways Inc.,D,2
1,SNK,Spernak Airways Inc.,D,4
1,SNK,Spernak Airways Inc.,D,6
1,SNK,Spernak Airways Inc.,D,20
1,SNK,Spernak Airways Inc.,D,69
1,SNK,Spernak Airways Inc.,D,89
1,SNK,Spernak Airways Inc.,D,95
1,SY,Sun Country Airlines d/b/a MN Airlines,D,1028
1,SY,Sun Country Airlines d/b/a MN Airlines,D,2306
1,SY,Sun Country Airlines d/b/a MN Airlines,D,3460
1,SY,Sun Country Airlines d/b/a MN Airlines,D,3922
1,SY,Sun Country Airlines d/b/a MN Airlines,D,3922
1,SY,Sun Country Airlines d/b/a MN Airlines,D,7382
1,SY,Sun Country Airlines d/b/a MN Airlines,L,162
1,SY,Sun Country Airlines d/b/a MN Airlines,L,175
1,SY,Sun Country Airlines d/b/a MN Airlines,L,1257
1,SY,Sun Country Airlines d/b/a MN Airlines,L,1257
1,SY,Sun Country Airlines d/b/a MN Airlines,L,1433
1,TQ,"Tailwind Air, LLC",D,17
1,TQ,"Tailwind Air, LLC",D,17
1,TQ,"Tailwind Air, LLC",D,17
1,U7,USA Jet Airlines Inc.,D,506
1,U7,USA Jet Airlines Inc.,D,506
1,U7,USA Jet Airlines Inc.,D,506
1,U7,USA Jet Airlines Inc.,I,77
1,U7,USA Jet Airlines Inc.,I,77
1,U7,USA Jet Airlines Inc.,I,77
1,UA,United Air Lines Inc.,A,17
1,UA,United Air Lines Inc.,A,34
1,UA,United Air Lines Inc.,A,32375
1,UA,United Air Lines Inc.,A,32375
1,UA,United Air Lines Inc.,A,32409
1,UA,United Air Lines Inc.,D,68
1,UA,United Air Lines Inc.,D,131
1,UA,United Air Lines Inc.,D,203
1,UA,United Air Lines Inc.,D,142131
1,UA,United Air Lines Inc.,D,142131
1,UA,United Air Lines Inc.,D,142334
1,UA,United Air Lines Inc.,L,20
1,UA,United Air Lines Inc.,L,25700
1,UA,United Air Lines Inc.,L,25700
1,UA,United Air Lines Inc.,L,25720
1,UA,United Air Lines Inc.,P,131
1,UA,United Air Lines Inc.,P,131
1,UA,United Air Lines Inc.,P,15705
1,UA,United Air Lines Inc.,P,15705
1,UA,United Air Lines Inc.,P,15836
1,V8,Iliamna Air Taxi,D,1
1,V8,Iliamna Air Taxi,D,3
1,V8,Iliamna Air Taxi,D,69
1,V8,Iliamna Air Taxi,D,70
1,V8,Iliamna Air Taxi,D,87
1,V8,Iliamna Air Taxi,D,91
1,V8,Iliamna Air Taxi,D,160
1,VI,Vieques Air Link Inc.,D,250
1,VI,Vieques Air Link Inc.,D,250
1,VI,Vieques Air Link Inc.,D,250
1,WI,Sky Lease Cargo,I,221
1,WI,Sky Lease Cargo,I,221
1,WI,Sky Lease Cargo,I,221
1,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",D,68
1,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",D,68
1,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",D,68
1,WN,Southwest Airlines Co.,D,39
1,WN,Southwest Airlines Co.,D,66
1,WN,Southwest Airlines Co.,D,181035
1,WN,Southwest Airlines Co.,D,181035
1,WN,Southwest Airlines Co.,D,181101
1,WN,Southwest Airlines Co.,L,5
1,WN,Southwest Airlines Co.,L,5877
1,WN,Southwest Airlines Co.,L,5877
1,WN,Southwest Airlines Co.,L,5883
1,X4,Air Excursions LLC,D,30
1,X4,Air Excursions LLC,D,30
1,X4,Air Excursions LLC,D,30
1,X9,Omni Air International LLC,D,38
1,X9,Omni Air International LLC,D,116
1,X9,Omni Air International LLC,D,116
1,X9,Omni Air International LLC,I,359
