NET_INCOME,OP_PROFIT_LOSS,OP_REVENUES,OP_EXPENSES,INCOME_PRE_TAX,INCOME_TAX,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER_NAME,REGION,YEAR,QUARTER
-19301.75,-18748.81,40383.99,59132.8,-19301.75,0,NC,Northern Air Cargo Inc.,Northern Air Cargo Inc.,D,2023,4
-19084.41,-25464.31,343221.41,368685.71,-19079.13,5.28,KAQ,Kalitta Air LLC,Kalitta Air LLC,I,2023,1
-18672,-22345,126965,149310,-25107,-6435,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,L,2023,1
-17236.05,-11880.36,12154.57,24034.93,-17236.05,0,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,L,2023,4
-16424.85,-9020.45,18045.1,27065.55,-16424.85,0,3M,Silver Airways,Silver Airways,D,2023,4
-15376.56,-13254.49,54598.7,67853.19,-15376.56,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",D,2023,3
-15075.07,-11566.8,10779.05,22345.85,-15075.07,0,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,L,2023,2
-14974.6,-14762.09,30332.72,45094.81,-14974.6,0,NC,Northern Air Cargo Inc.,Northern Air Cargo Inc.,D,2023,3
-14933.77,-14933.77,304494.72,319428.49,-14933.77,0,AA,American Airlines Inc.,American Airlines Inc.,P,2023,2
-14432.11,-18885.74,421638.09,440523.82,-14180.94,251.18,KAQ,Kalitta Air LLC,Kalitta Air LLC,I,2023,3
-13696.37,-11625.51,8449.06,20074.58,-13696.37,0,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,L,2023,1
-13404.54,-14499.05,174120.87,188619.93,-18272.59,-4868.05,NK,Spirit Air Lines,Spirit Air Lines,L,2023,1
-13366.31,-6006.12,19718.78,25724.9,-13366.31,0,3M,Silver Airways,Silver Airways,D,2023,3
-13126.05,-6397.04,20280.47,26677.51,-13126.05,0,3M,Silver Airways,Silver Airways,D,2023,1
-13019.37,-24518.16,780708.48,805226.64,-16985.69,-3966.32,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,D,2023,1
-12883.61,-4544.75,101502.11,106046.85,-12883.61,0,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,D,2023,3
-12770.3,-6576.26,260648.15,267224.42,-12636.51,133.8,OH,PSA Airlines Inc.,PSA Airlines Inc.,D,2023,4
-11944.81,-11987.73,18213.98,30201.71,-11944.81,0,L2,Lynden Air Cargo Airlines,Lynden Air Cargo Airlines,D,2023,1
-11432.24,-10380.41,12522.88,22903.3,-11432.24,0,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,L,2023,3
-11376,-6674,77930,84605,-14143,-2767,QX,Horizon Air,Horizon Air,D,2023,1
-10875.23,-10875.23,28421.57,39296.81,-10875.23,0,NC,Northern Air Cargo Inc.,Northern Air Cargo Inc.,D,2023,2
-10094.38,-5580.79,128192.4,133773.19,-9022.95,1071.43,X9,Omni Air International LLC,Omni Air International LLC,I,2023,4
-10017.4,-13818.14,51071.85,64889.99,-12984.05,-2966.65,ZW,Air Wisconsin Airlines Corp,Air Wisconsin Airlines Corp,D,2023,2
-9926.79,-9765.26,58486.71,68251.97,-9926.52,0.27,XP,TEM Enterprises dba  Avelo Airlines,TEM Enterprises dba  Avelo Airlines,D,2023,1
-9901.17,-2792.06,22000.83,24792.89,-9901.17,0,3M,Silver Airways,Silver Airways,D,2023,2
-9792.21,-9635.66,63152.63,72788.29,-9792.21,0,XP,TEM Enterprises dba  Avelo Airlines,TEM Enterprises dba  Avelo Airlines,D,2023,3
-9452.57,-6843.09,55051.39,61894.47,-9397.42,55.15,M6,Amerijet International,Amerijet International,L,2023,3
-9403.01,-9298.97,13143.83,22442.79,-9403.01,0,N8,National Air Cargo Group Inc d/ba National Airlines,National Air Cargo Group Inc d/ba National Airline,D,2023,3
-9371.21,-7505.96,66661.25,74167.2,-10566.77,66.09,M6,Amerijet International,Amerijet International,D,2023,3
-9184,656.79,75886.62,75229.83,-12298.86,-3114.86,M6,Amerijet International,Amerijet International,D,2023,4
-8871.67,-6057.08,69246.42,75303.5,-8822.27,49.4,M6,Amerijet International,Amerijet International,D,2023,1
-8787.34,-8453.33,31003.07,39456.4,-8787.34,0,NC,Northern Air Cargo Inc.,Northern Air Cargo Inc.,D,2023,1
-8700.51,-8468.41,21027.79,29496.2,-8700.51,0,N8,National Air Cargo Group Inc d/ba National Airlines,National Air Cargo Group Inc d/ba National Airline,D,2023,1
-8167.88,-8026.89,6045.18,14072.06,-8167.88,0,N8,National Air Cargo Group Inc d/ba National Airlines,National Air Cargo Group Inc d/ba National Airline,D,2023,2
-8149.8,-7896.67,21196.69,29093.35,-8149.8,0,L2,Lynden Air Cargo Airlines,Lynden Air Cargo Airlines,D,2023,4
-8148.5,350.79,65325.22,64974.43,-10838.74,-2690.24,M6,Amerijet International,Amerijet International,L,2023,4
-8091.31,-9812.77,427954.11,437766.87,-11121.51,-3030.2,MQ,Envoy Air,Envoy Air,D,2023,3
-7471.02,-6775.21,31475.08,38250.29,-7471.02,0,GCA,"Global Crossing Airlines, Inc.","Global Crossing Airlines, Inc.",S,2023,2
-7403.45,-5145.56,120998.87,126144.43,-7403.45,0,X9,Omni Air International LLC,Omni Air International LLC,I,2023,1
-7378.56,-6475.44,84044.62,90520.05,-7378.56,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",D,2023,1
-7165.42,-7413.36,14349.25,21762.6,-7165.42,,KLQ,Kalitta Charters II,Kalitta Charters II,D,2023,3
-7016.56,-15843.06,620841.3,636684.36,-16691.83,-9675.27,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,D,2023,3
-6557.47,-6896.92,46026.3,52923.22,-6556.95,0.52,KAQ,Kalitta Air LLC,Kalitta Air LLC,D,2023,1
-6514.28,-4307.17,240272.81,244579.98,-8569.66,-2055.38,OH,PSA Airlines Inc.,PSA Airlines Inc.,D,2023,2
-6476.65,-6372.61,120000.57,126373.18,-6476.65,0,N8,National Air Cargo Group Inc d/ba National Airlines,National Air Cargo Group Inc d/ba National Airline,I,2023,3
-6398.13,-2874.98,9438.9,12313.89,-6398.13,0,3M,Silver Airways,Silver Airways,I,2023,3
-6316.47,-2493.08,9317.55,11810.63,-6316.47,0,3M,Silver Airways,Silver Airways,I,2023,4
-6162.63,-3044.99,70979.96,74024.95,-6093.5,69.13,M6,Amerijet International,Amerijet International,D,2023,2
-6071.7,-5644.97,32150.55,37795.52,-6071.7,0,GCA,"Global Crossing Airlines, Inc.","Global Crossing Airlines, Inc.",S,2023,1
-5983,33387,536843,503456,-12565,-6582,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,P,2023,1
-5954.36,-16842.02,61431.35,78273.38,-6461.85,-81.61,KD,Western Global,Western Global,I,2023,2
-5876,-9421,158998,168419,-6670,-794,WN,Southwest Airlines Co.,Southwest Airlines Co.,L,2023,4
-5666.71,-5697.42,29473.45,35170.86,-5666.71,0,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air","Scott Aviation, LLC  d/b/a  Silver Air",D,2023,2
-5655.06,-5386.69,5714.16,11100.85,-5655.06,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",D,2023,4
-5624,-10024,201257,211281,-7207,-1583,WN,Southwest Airlines Co.,Southwest Airlines Co.,L,2023,1
-5552.56,-4890.59,142185.69,147076.28,-6046.66,-494.1,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,P,2023,2
-5270.73,-3933.96,252397.28,256331.24,-8846.51,-3575.78,OH,PSA Airlines Inc.,PSA Airlines Inc.,D,2023,3
-5064.05,-2467.99,7824.24,10292.23,-5064.05,0,3M,Silver Airways,Silver Airways,I,2023,1
-4949.05,-3995.51,6313.28,10308.8,-3997.3,951.75,GFQ,Gulf And Caribbean Cargo,Gulf And Caribbean Cargo,D,2023,4
-4944.66,-2618.58,52611.55,55230.13,-4893.08,51.58,M6,Amerijet International,Amerijet International,L,2023,2
-4936.88,-4119.36,14622.42,18741.79,-4936.88,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",I,2023,2
-4906.14,-2324.17,42576.9,44901.07,-4906.14,0,GCA,"Global Crossing Airlines, Inc.","Global Crossing Airlines, Inc.",S,2023,3
-4824.34,-4845.83,27299.84,32145.67,-4824.34,0,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air","Scott Aviation, LLC  d/b/a  Silver Air",D,2023,1
-4738.8,-2576.68,564796.14,567372.83,-6370.7,-1631.9,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,D,2023,2
-4659.85,-6995.94,65109.02,72104.96,-6539.09,-1879.24,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,L,2023,3
-4625.3,-6067.77,50056.02,56123.79,-5820.64,-1195.34,ZW,Air Wisconsin Airlines Corp,Air Wisconsin Airlines Corp,D,2023,3
-4501.95,-3439.92,95779.84,99219.76,-4501.95,0,8C,Air Transport International,Air Transport International,D,2023,3
-4409.45,6562.49,223965.72,217403.24,-1932.46,2476.99,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,D,2023,3
-4207.01,-1186.35,9348.15,10534.5,-4207.01,0,3M,Silver Airways,Silver Airways,I,2023,2
-4010.22,31328.55,345373.61,314045.06,20654.55,24664.78,YX,Republic Airline,Republic Airline,D,2023,4
-4004.27,-2299.82,764.38,3064.2,-4004.27,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge",D,2023,3
-3924.37,-1156.19,240670.96,241827.15,-5160.9,-1236.53,OH,PSA Airlines Inc.,PSA Airlines Inc.,D,2023,1
-3894.56,-3357.08,13828.69,17185.77,-3894.56,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",I,2023,3
-3676.13,-2326.06,17667.74,19993.8,-3676.13,,KLQ,Kalitta Charters II,Kalitta Charters II,D,2023,4
-3543.38,-3223.43,15629.13,18852.56,-3543.38,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",I,2023,3
-3484.65,-1432.21,8176.16,9608.38,-3484.65,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",I,2023,4
-3234.57,-3259.1,5746.42,9005.52,-3234.57,0,GFQ,Gulf And Caribbean Cargo,Gulf And Caribbean Cargo,D,2023,3
-3217,16959,100462,83504,5932,9149,QX,Horizon Air,Horizon Air,D,2023,4
-3166.93,-2341.12,97524.64,99865.76,-3166.93,0,8C,Air Transport International,Air Transport International,D,2023,1
-2968.8,-2736.12,16578.97,19315.09,-2968.8,,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alask,D,2023,4
-2952.77,-2956.85,1883.43,4840.28,-2952.77,0,37Q,"Eastern Air Express, LLC (EAX)","Eastern Air Express, LLC (EAX)",S,2023,4
-2781.17,-2897.65,6428.3,9325.95,-3345.72,-564.56,ABX,ABX Air Inc,ABX Air Inc,A,2023,4
-2406.97,-2472.59,5108.09,7580.68,-2516.63,-109.66,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,L,2023,3
-2317.06,-2077.44,64197.94,66275.38,-2301.39,15.68,XP,TEM Enterprises dba  Avelo Airlines,TEM Enterprises dba  Avelo Airlines,D,2023,2
-2227.68,-1333.08,53919,55252.07,-2227.68,0,GCA,"Global Crossing Airlines, Inc.","Global Crossing Airlines, Inc.",S,2023,4
-2158.62,-4081.35,193858.04,197939.39,-3417.44,-1258.82,PT,Piedmont Airlines,Piedmont Airlines,D,2023,4
-2041.55,17562.39,1244818.34,1227255.95,13010.46,15052,NK,Spirit Air Lines,Spirit Air Lines,D,2023,2
-2003.61,570.3,64192.54,63622.24,-1958.44,45.18,M6,Amerijet International,Amerijet International,L,2023,1
-1964.72,-1973.09,7082.42,9055.51,-1964.72,0,37Q,"Eastern Air Express, LLC (EAX)","Hillwood Airways, LLC  f/k/a   ATX Air Services, L",S,2023,3
-1862.54,-2043.8,7996.47,10040.28,-1862.54,,PFQ,Asia Pacific,Asia Pacific,D,2023,1
-1855.17,-3850.01,59131.81,62981.82,-2515.63,-660.47,ZW,Air Wisconsin Airlines Corp,Air Wisconsin Airlines Corp,D,2023,1
-1828.14,-1339.14,21466.84,22805.99,-1828.14,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",I,2023,4
-1707.22,6173.54,565355.25,559181.71,-6560.59,-4853.36,G4,Allegiant Air,Allegiant Air,D,2023,3
-1689.34,-1666.64,6565.33,8231.97,-1689.34,0,N8,National Air Cargo Group Inc d/ba National Airlines,National Air Cargo Group Inc d/ba National Airline,D,2023,4
-1644.26,-1443.01,18728.78,20171.79,-1644.26,0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",I,2023,1
-1641.18,-1803.8,4608.68,6412.49,-1701.58,-60.4,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,L,2023,4
-1551.17,-1283.01,13359.47,14642.48,-1551.17,0,X9,Omni Air International LLC,Omni Air International LLC,D,2023,1
-1490.21,-1296.51,11920.06,13216.56,-1490.21,,2PQ,21 Air LLC,21 Air LLC,S,2023,1
-1458.92,-1068.42,21006.29,22074.72,-1538.77,-79.85,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",I,2023,2
-1445.63,-1512.46,4403.04,5915.5,-1562.78,-117.15,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,L,2023,2
-1423.17,-1547.11,5138.22,6685.33,-1423.17,,PFQ,Asia Pacific,Asia Pacific,D,2023,2
-1274.31,-1332.03,3958.19,5290.22,-1364.07,-89.76,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,L,2023,1
-1191.33,-718.59,19068.19,19786.77,-1191.33,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",D,2023,3
-1128.8,-1157.5,9972.65,11130.14,-1128.8,0,37Q,"Eastern Air Express, LLC (EAX)","Hillwood Airways, LLC  f/k/a   ATX Air Services, L",S,2023,1
-1105.41,-7258.87,428549.25,435808.12,-482.91,622.49,KAQ,Kalitta Air LLC,Kalitta Air LLC,I,2023,4
-1096.06,-843.78,6741.84,7585.62,-1036.18,59.89,X9,Omni Air International LLC,Omni Air International LLC,D,2023,4
-1085.68,-1087.57,1751.03,2838.61,-1085.68,0,9E,Endeavor Air Inc.,Endeavor Air Inc.,L,2023,1
-980.29,-1884.36,24880.72,26765.09,-980.29,0,L2,Lynden Air Cargo Airlines,Lynden Air Cargo Airlines,D,2023,2
-931.17,-948.5,1478.31,2426.81,-931.17,0,9E,Endeavor Air Inc.,Endeavor Air Inc.,L,2023,2
-760.73,-768.16,9904.2,10672.37,-760.73,0,37Q,"Eastern Air Express, LLC (EAX)","Hillwood Airways, LLC  f/k/a   ATX Air Services, L",S,2023,2
-678.02,-682.89,747.03,1429.92,-677.22,0.8,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge",D,2023,2
-570,8578,92415,83837,-411,159,QX,Horizon Air,Horizon Air,D,2023,2
-550.94,-558.03,954.53,1512.57,-550.94,0,9E,Endeavor Air Inc.,Endeavor Air Inc.,L,2023,4
-483.33,-485.63,816.89,1302.52,-483.33,0,9E,Endeavor Air Inc.,Endeavor Air Inc.,L,2023,3
-339.65,-333.7,31216.13,31549.83,-339.65,0,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air","Scott Aviation, LLC  d/b/a  Silver Air",D,2023,4
-316.88,-77.6,14643.27,14720.87,-316.88,,2PQ,21 Air LLC,21 Air LLC,S,2023,4
-307.76,2647.49,187653.86,185006.36,1961.3,2269.06,NK,Spirit Air Lines,Spirit Air Lines,L,2023,2
-225.29,-273.22,11915.76,12188.98,-309.66,-84.37,MQ,Envoy Air,Envoy Air,L,2023,3
-187.54,158.18,8332.02,8173.84,-187.54,0,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",I,2023,1
-97.87,-97.87,27388.93,27486.8,-97.87,0,27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",D,2023,4
-35.03,-33.74,80458.9,80492.64,-25.53,9.51,XP,TEM Enterprises dba  Avelo Airlines,TEM Enterprises dba  Avelo Airlines,D,2023,4
-31.19,-16.04,637.54,653.58,-30.86,0.33,OH,PSA Airlines Inc.,PSA Airlines Inc.,L,2023,4
-24.84,-289.77,62780.7,63070.48,-23.81,1.03,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,D,2023,2
-18.67,-12.34,689.15,701.49,-24.57,-5.9,OH,PSA Airlines Inc.,PSA Airlines Inc.,L,2023,2
-17.37,-12.95,833.13,846.08,-29.17,-11.8,OH,PSA Airlines Inc.,PSA Airlines Inc.,L,2023,3
-13.89,-113.52,60028.97,60142.49,-13.89,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,D,2023,3
-6.99,-2.02,431.57,433.6,-9.21,-2.22,OH,PSA Airlines Inc.,PSA Airlines Inc.,L,2023,1
-4.75,10.6,28749.65,28739.05,-4.75,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,D,2023,4
-2.81,28.33,304.51,276.18,18.93,21.75,YX,Republic Airline,Republic Airline,L,2023,4
-0.8,-27.5,6178.11,6205.61,-0.8,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,A,2023,1
-0.35,-243.98,56364.65,56608.63,-0.35,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,D,2023,1
0,0,0,0,0,,KLQ,Kalitta Charters II,Kalitta Charters II,I,2023,1
0,0,0,0,0,,KLQ,Kalitta Charters II,Kalitta Charters II,I,2023,3
0,0,0,0,0,,KLQ,Kalitta Charters II,Kalitta Charters II,I,2023,4
0,0,0,0,0,0,1TQ,Rhoades Aviation dba Transair,Rhoades Aviation dba Transair,I,2023,1
0,0,0,0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge",I,2023,1
0,0,0,0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge",I,2023,2
0,0,0,0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge",I,2023,3
0,0,0,0,0,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge",I,2023,4
0,0,0,0,0,0,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,L,2023,1
0,0,0,0,0,0,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,L,2023,2
0,0,0,0,0,0,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,L,2023,3
0,0,0,0,0,0,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,L,2023,4
0,0,0,0,0,0,QX,Horizon Air,Horizon Air,L,2023,1
0,0,0,0,0,0,QX,Horizon Air,Horizon Air,L,2023,3
0,0,0,0,0,0,QX,Horizon Air,Horizon Air,L,2023,4
0.69,123.27,229573.83,229450.55,0.69,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,P,2023,4
1.14,-1060.16,245534.88,246595.04,1.14,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,P,2023,1
2.49,-11.17,3237.56,3248.74,2.54,0.05,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,A,2023,2
4.06,17.4,24970.61,24953.22,4.06,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,A,2023,4
6.15,-393.06,240512.37,240905.43,6.15,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,P,2023,3
7.74,1.76,3605.44,3603.68,7.74,0,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,A,2023,3
19.24,-482.88,67641.18,68124.07,25.1,5.86,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,L,2023,1
22.36,-1025.35,248273.61,249298.95,26.44,4.08,PO,Polar Air Cargo Airways,Polar Air Cargo Airways,P,2023,2
25.93,62.05,969.08,907.03,34.76,8.84,YX,Republic Airline,Republic Airline,L,2023,3
42.2,15.6,12991.91,12976.31,55.59,13.39,MQ,Envoy Air,Envoy Air,L,2023,1
57.64,103.31,1005.32,902.01,78.06,20.42,YX,Republic Airline,Republic Airline,L,2023,1
70.2,129.99,982.59,852.59,94.23,24.03,YX,Republic Airline,Republic Airline,L,2023,2
71.13,899.19,21579.35,20680.16,71.13,0,WI,Sky Lease Cargo,Sky Lease Cargo,I,2023,4
80.17,162.35,20172.22,20009.87,80.17,,KLQ,Kalitta Charters II,Kalitta Charters II,D,2023,1
89.85,156.7,14312.49,14155.78,118.22,28.37,MQ,Envoy Air,Envoy Air,L,2023,2
117.84,204.99,4151.69,3946.71,117.84,0,X9,Omni Air International LLC,Omni Air International LLC,D,2023,3
120.07,167.09,57405.15,57238.05,120.07,0,G7,GoJet Airlines LLC d/b/a United Express,GoJet Airlines LLC d/b/a United Express,D,2023,2
156.09,225.07,193036.47,192811.41,993.95,837.86,PT,Piedmont Airlines,Piedmont Airlines,D,2023,3
202.61,394.16,6694.29,6300.12,202.61,0,U7,USA Jet Airlines Inc.,USA Jet Airlines Inc.,I,2023,3
231.62,434.44,13493.02,13058.58,391.02,159.4,MQ,Envoy Air,Envoy Air,L,2023,4
252.31,524.81,13518.49,12993.68,252.31,0,U7,USA Jet Airlines Inc.,USA Jet Airlines Inc.,D,2023,4
257.09,437.75,10486.58,10048.83,257.09,0,ABX,ABX Air Inc,ABX Air Inc,A,2023,1
259.91,360.22,12897.53,12537.32,259.91,0,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",I,2023,3
262.61,546.23,14070.27,13524.03,262.61,0,U7,USA Jet Airlines Inc.,USA Jet Airlines Inc.,I,2023,4
351.93,191.38,8378.23,8186.85,351.93,0,ABX,ABX Air Inc,ABX Air Inc,A,2023,3
407,101,108492,108391,541,134,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,L,2023,3
449.2,588.39,7162.49,6574.1,449.2,0,X9,Omni Air International LLC,Omni Air International LLC,D,2023,2
467.94,195.76,10190.97,9995.2,467.94,0,ABX,ABX Air Inc,ABX Air Inc,A,2023,2
509.02,148.88,19311.36,19162.48,509.02,,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alask,D,2023,3
521,1013.56,17213.88,16200.32,521,0,U7,USA Jet Airlines Inc.,USA Jet Airlines Inc.,D,2023,3
528.97,528.97,2515.58,1986.61,528.97,0,27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",I,2023,3
539.48,517.48,1975.55,1458.07,539.48,0,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge",D,2023,1
556.98,774.56,18080.86,17306.31,556.98,0,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",I,2023,4
609.4,126.41,18528.84,18402.44,609.4,,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alask,D,2023,1
636.33,881.91,31576.72,30694.81,636.33,0,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",D,2023,3
684.55,561.75,58353.57,57791.82,666.62,-17.93,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,D,2023,3
761.5,875.11,4227.39,3352.27,761.5,0,U7,USA Jet Airlines Inc.,USA Jet Airlines Inc.,I,2023,1
774.7,781.63,20106.73,19325.1,774.7,0,WI,Sky Lease Cargo,Sky Lease Cargo,I,2023,3
794.78,794.78,2862.29,2067.5,794.78,0,27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",I,2023,4
823.77,639.71,14205.48,13565.77,823.77,,PFQ,Asia Pacific,Asia Pacific,D,2023,3
828.77,828.77,1787.18,958.41,828.77,0,1TQ,Rhoades Aviation dba Transair,Rhoades Aviation dba Transair,D,2023,1
858.27,858.27,2932.49,2074.21,858.27,0,27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",I,2023,2
914.78,942.35,9144.92,8202.57,914.78,0,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",I,2023,2
978.08,1460.78,9128.09,7667.31,1483.66,505.59,GFQ,Gulf And Caribbean Cargo,Gulf And Caribbean Cargo,I,2023,1
980,962.95,61110.9,60147.95,980,0,G7,GoJet Airlines LLC d/b/a United Express,GoJet Airlines LLC d/b/a United Express,D,2023,4
999.47,1111.98,5040.43,3928.45,999.47,0,U7,USA Jet Airlines Inc.,USA Jet Airlines Inc.,I,2023,2
1036.94,1036.94,2877.77,1840.83,1036.94,0,27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",I,2023,1
1066.33,1278.12,13874.79,12596.67,1066.33,,2PQ,21 Air LLC,21 Air LLC,S,2023,2
1071.4,23610.05,709062.31,685452.26,22454.54,21383.14,5Y,Atlas Air Inc.,Atlas Air Inc.,I,2023,3
1169.52,7518.88,106390.99,98872.11,6552.38,5382.86,8C,Air Transport International,Air Transport International,D,2023,4
1176.45,45886.57,2378011.19,2332124.62,1243.21,66.76,UA,United Air Lines Inc.,United Air Lines Inc.,A,2023,4
1252.68,-1326.1,162719.4,164045.5,-5241.49,-6494.17,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,P,2023,4
1306.84,1541.75,67025.81,65484.06,1314.48,7.64,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,D,2023,1
1351.77,1347.47,31832.36,30484.89,1351.77,0,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air","Scott Aviation, LLC  d/b/a  Silver Air",D,2023,3
1363.65,1896.33,44266.94,42370.61,1363.65,0,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",D,2023,4
1399.32,517.17,430816.76,430299.59,1843.22,443.9,MQ,Envoy Air,Envoy Air,D,2023,1
1449.88,2016.52,11017.28,9000.76,2043.39,593.51,GFQ,Gulf And Caribbean Cargo,Gulf And Caribbean Cargo,D,2023,1
1486.53,1705.1,15001.41,13296.32,1486.53,,2PQ,21 Air LLC,21 Air LLC,S,2023,3
1499.03,2552.41,61143.97,58591.57,1499.03,0,ABX,ABX Air Inc,ABX Air Inc,D,2023,1
